country,year,iso_code,population,gdp,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy
Europe,1999,,729146734.0,,2.171,68.591,3228.0,1593.754,1162.08,4427.093,27.237,10.524
Europe,2000,,729109655.0,,1.482,47.844,3275.844,1617.74,1179.51,4492.938,27.091,10.603
Europe,2001,,729199706.0,,3.341,90.757,3366.602,1671.559,1218.9,4616.844,27.472,10.751
Europe,2002,,730105763.0,,1.489,22.051,3388.653,1694.33,1237.04,4641.318,27.682,10.878
Europe,2003,,731373663.0,,1.459,30.704,3419.357,1716.099,1255.11,4675.253,27.468,10.794
Europe,2004,,732261851.0,,0.974,14.575,3433.932,1730.46,1267.15,4689.487,27.181,10.698
Europe,2005,,733080477.0,,-0.611,-48.506,3385.426,1717.751,1259.25,4618.083,26.61,10.522
Europe,2006,,733736291.0,,0.387,-5.075,3380.351,1723.194,1264.37,4607.038,26.257,10.362
Europe,2007,,734966832.0,,-3.848,-147.351,3233.0,1654.211,1215.79,4398.838,24.934,9.983
Europe,2008,,736638240.0,,0.191,-19.468,3213.532,1653.24,1217.84,4362.429,24.768,9.954
Europe,2009,,738042833.0,,-4.099,-147.887,3065.645,1582.849,1168.21,4153.75,24.983,10.107
Europe,2010,,739270911.0,,2.929,65.14,3130.785,1626.616,1202.51,4234.963,24.641,9.936
Europe,2011,,740503438.0,,-0.446,-30.12,3100.665,1615.995,1196.65,4187.239,24.709,9.964
Europe,2012,,741622002.0,,-1.771,-70.604,3030.061,1584.999,1175.47,4085.722,24.118,9.762
Europe,2013,,742652445.0,,-1.44,-66.553,2963.508,1560.016,1158.55,3990.437,23.978,9.655
Europe,2014,,743840250.0,,1.249,21.737,2985.245,1576.992,1173.03,4013.288,24.708,10.009
Europe,2015,,745454319.0,,-0.828,-39.711,2945.534,1560.417,1163.22,3951.328,24.318,9.909
Europe,2016,,747237913.0,,-2.144,-84.892,2860.642,1523.464,1138.39,3828.288,23.559,9.513
Europe,2017,,748681274.0,,0.044,-13.056,2847.586,1521.128,1138.84,3803.469,23.492,9.374
Europe,2018,,749833314.0,,0.12,-10.772,2836.814,1522.325,1141.49,3783.26,23.452,9.243
Europe,2019,,750788539.0,,-0.147,-18.205,2818.61,1518.31,1139.93,3754.199,23.652,9.324
Europe,2020,,750824035.0,,-7.862,-228.001,2590.609,1398.81,1050.26,3450.354,22.524,9.142
Europe,2021,,749928573.0,,5.863,145.138,2735.747,1481.941,1111.35,3648.01,22.839,9.262
Europe,2022,,748293772.0,,-12.638,-351.628,2384.118,1298.394,971.58,3186.073,20.569,8.261
Europe,2023,,746945644.0,,-0.576,-31.074,2353.044,1293.575,966.23,3150.221,20.822,8.277
Europe,2024,,746439933.0,,3.398,79.947,2432.99,,,3259.459,,8.399
Europe (EI),1965,,,,,,54.658,,19.677,,,0.441
Europe (EI),1966,,,,31.072,16.983,71.642,,25.791,,,0.561
Europe (EI),1967,,,,15.831,11.342,82.983,,29.874,,,0.632
Europe (EI),1968,,,,13.182,10.939,93.922,,33.812,,,0.67
Europe (EI),1969,,,,21.563,20.253,114.175,,41.103,,,0.76
Europe (EI),1970,,,,8.418,9.611,123.786,,44.563,,,0.774
Europe (EI),1971,,,,14.146,17.511,141.297,,50.867,,,0.86
Europe (EI),1972,,,,32.725,46.239,187.536,,67.513,,,1.09
Europe (EI),1973,,,,10.168,19.069,206.606,,74.378,,,1.136
Europe (EI),1974,,,,17.48,36.114,242.719,,87.379,,,1.353
Europe (EI),1975,,,,33.508,81.331,324.05,,116.658,,,1.824
Europe (EI),1976,,,,16.665,54.003,378.053,,136.099,,,2.014
Europe (EI),1977,,,,18.621,70.398,448.45,,161.442,,,2.348
Europe (EI),1978,,,,12.452,55.842,504.292,,181.545,,,2.546
Europe (EI),1979,,,,11.499,57.991,562.283,,202.422,,,2.737
Europe (EI),1980,,,,16.836,94.667,656.949,,236.502,,,3.277
Europe (EI),1981,,,,35.194,231.204,888.153,,319.735,,,4.551
Europe (EI),1982,,,,10.219,90.76,978.914,,352.409,,,5.112
Europe (EI),1983,,,,17.976,175.972,1154.886,,415.759,,,5.978
Europe (EI),1984,,,,27.107,313.053,1467.938,,528.458,,,7.405
Europe (EI),1985,,,,31.614,464.067,1932.005,,695.522,,24.118,8.15
Europe (EI),1986,,,,6.228,120.324,2052.329,,738.838,,25.075,8.516
Europe (EI),1987,,,,4.073,83.584,2135.913,,768.929,,25.256,8.684
Europe (EI),1988,,,,10.053,214.721,2350.634,,846.228,,27.037,9.457
Europe (EI),1989,,,,4.797,112.767,2463.401,,886.824,,27.794,9.947
Europe (EI),1990,,,,0.871,21.448,2484.849,,894.546,,27.854,9.835
Europe (EI),1991,,,,2.614,64.958,2549.807,,917.931,,28.425,10.246
Europe (EI),1992,,,,0.7,17.843,2567.651,,924.354,,28.974,10.653
Europe (EI),1993,,,,3.946,101.317,2668.968,,960.828,,30.266,11.263
Europe (EI),1994,,,,-0.891,-23.794,2645.174,,952.263,,29.829,11.393
Europe (EI),1995,,,,2.606,68.923,2714.097,,977.075,,29.799,11.433
Europe (EI),1996,,,,5.621,152.556,2866.654,,1031.995,,30.766,11.781
Europe (EI),1997,,,,0.997,28.59,2895.243,,1042.288,,30.751,11.955
Europe (EI),1998,,,,-0.827,-23.942,2871.302,,1033.669,,29.818,11.79
Europe (EI),1999,,,,0.632,18.16,2889.461,,1040.206,,29.633,11.951
Europe (EI),2000,,,,0.806,23.286,2912.747,,1048.589,,28.971,11.975
Europe (EI),2001,,,,3.165,75.581,2988.328,,1081.775,,29.356,12.169
Europe (EI),2002,,,,1.244,12.3,3000.628,,1095.229,,29.448,12.253
Europe (EI),2003,,,,0.852,9.077,3009.705,,1104.562,,28.984,12.08
Europe (EI),2004,,,,1.616,32.067,3041.772,,1122.414,,28.811,12.021
Europe (EI),2005,,,,-1.112,-58.083,2983.689,,1109.932,,28.038,11.739
Europe (EI),2006,,,,-0.191,-21.616,2962.073,,1107.815,,27.593,11.562
Europe (EI),2007,,,,-4.718,-154.758,2807.315,,1055.55,,25.973,11.044
Europe (EI),2008,,,,-0.067,-24.083,2783.231,,1054.845,,25.807,11.009
Europe (EI),2009,,,,-4.78,-146.937,2636.295,,1004.428,,25.792,11.1
Europe (EI),2010,,,,2.726,50.702,2686.997,,1031.807,,25.384,10.891
Europe (EI),2011,,,,-0.765,-34.366,2652.631,,1023.915,,25.464,11.006
Europe (EI),2012,,,,-2.518,-80.131,2572.5,,998.13,,24.628,10.704
Europe (EI),2013,,,,-1.193,-50.189,2522.311,,986.224,,24.522,10.594
Europe (EI),2014,,,,0.631,2.992,2525.302,,992.444,,25.196,11.0
Europe (EI),2015,,,,-2.461,-74.63,2450.673,,968.016,,24.3,10.59
Europe (EI),2016,,,,-2.696,-84.037,2366.636,,941.921,,23.416,10.109
Europe (EI),2017,,,,-0.64,-26.903,2339.734,,935.893,,23.037,9.839
Europe (EI),2018,,,,-0.008,-11.827,2327.906,,935.818,,23.017,9.793
Europe (EI),2019,,,,-0.65,-26.588,2301.318,,929.733,,23.254,9.823
Europe (EI),2020,,,,-10.41,-244.666,2056.653,,832.944,,21.464,9.421
Europe (EI),2021,,,,5.954,117.094,2173.747,,882.541,,21.833,9.501
Europe (EI),2022,,,,-15.93,-350.77,1822.976,,741.951,,19.009,8.313
Europe (EI),2023,,,,-0.852,-28.755,1794.222,,735.631,,19.266,8.401
Europe (EI),2024,,,,4.143,74.342,1868.564,,766.111,,19.706,8.601
European Union (27),1965,,370865993.0,,,,12.617,12.247,4.542,34.019,,0.134
European Union (27),1966,,373785126.0,,22.721,2.867,15.483,14.912,5.574,41.423,,0.159
European Union (27),1967,,376492737.0,,18.353,2.842,18.325,17.522,6.597,48.673,,0.182
European Union (27),1968,,379163819.0,,15.537,2.847,21.172,20.102,7.622,55.839,,0.196
European Union (27),1969,,381992650.0,,50.131,10.614,31.786,29.956,11.443,83.211,,0.272
European Union (27),1970,,384383196.0,,46.684,14.839,46.625,43.667,16.785,121.298,,0.372
European Union (27),1971,,386825772.0,,30.64,14.286,60.911,56.687,21.928,157.464,,0.471
European Union (27),1972,,389705942.0,,56.398,34.353,95.264,88.002,34.295,244.451,,0.699
European Union (27),1973,,392414384.0,,16.842,16.044,111.308,102.114,40.071,283.65,,0.773
European Union (27),1974,,394859118.0,,16.531,18.4,129.708,118.257,46.695,328.493,,0.91
European Union (27),1975,,396891757.0,,68.239,88.511,218.219,197.936,78.559,549.821,,1.538
European Union (27),1976,,398785635.0,,17.116,37.35,255.569,230.713,92.005,640.869,,1.695
European Union (27),1977,,400766449.0,,23.153,59.173,314.742,282.726,113.307,785.35,,2.057
European Union (27),1978,,402650837.0,,19.963,62.83,377.572,337.578,135.926,937.717,,2.373
European Union (27),1979,,404553709.0,,12.053,45.507,423.08,376.486,152.309,1045.794,,2.566
European Union (27),1980,,406685684.0,,21.551,91.178,514.257,455.223,185.133,1264.508,,3.17
European Union (27),1981,,408604764.0,,43.759,225.035,739.292,651.351,266.145,1809.309,,4.698
European Union (27),1982,,410026584.0,,9.253,68.405,807.697,709.151,290.771,1969.865,,5.256
European Union (27),1983,,411186173.0,,19.064,153.983,961.68,841.966,346.205,2338.795,,6.234
European Union (27),1984,,412216657.0,,30.448,292.817,1254.497,1095.586,451.619,3043.294,,7.893
European Union (27),1985,,413266328.0,,22.817,286.242,1540.739,1342.151,554.666,3728.198,27.416,9.223
European Union (27),1986,,414422249.0,,10.086,155.392,1696.131,1473.394,610.607,4092.76,29.411,10.01
European Union (27),1987,,415620042.0,,4.147,70.333,1766.464,1530.068,635.927,4250.189,29.605,10.21
European Union (27),1988,,416954131.0,,7.56,133.544,1900.008,1640.475,684.003,4556.875,31.12,10.893
European Union (27),1989,,418480904.0,,5.44,103.351,2003.359,1723.398,721.209,4787.217,32.095,11.45
European Union (27),1990,,419996217.0,,1.1,22.047,2025.406,1736.078,729.146,4822.438,32.065,11.479
European Union (27),1991,,421417859.0,,2.786,56.436,2081.842,1778.432,749.463,4940.088,32.345,11.902
European Union (27),1992,,422862390.0,,0.14,2.914,2084.756,1774.838,750.512,4930.104,32.581,12.127
European Union (27),1993,,424103368.0,,3.002,62.589,2147.344,1822.773,773.044,5063.257,33.553,12.584
European Union (27),1994,,425187682.0,,-0.272,-5.847,2141.497,1813.173,770.939,5036.593,32.956,12.59
European Union (27),1995,,425846539.0,,2.844,60.908,2202.406,1861.859,792.866,5171.829,32.912,12.607
European Union (27),1996,,426180581.0,,5.034,110.872,2313.278,1954.054,832.78,5427.929,33.418,12.839
European Union (27),1997,,426650340.0,,0.804,18.6,2331.878,1967.597,839.476,5465.547,33.471,13.022
European Union (27),1998,,426654102.0,,-0.737,-17.175,2314.703,1953.088,833.293,5425.245,32.518,12.84
European Union (27),1999,,426829340.0,,1.795,41.539,2356.242,1987.322,848.247,5520.338,32.777,13.159
European Union (27),2000,,427626018.0,,1.376,32.433,2388.676,2010.986,859.95,5585.898,32.795,13.34
European Union (27),2001,,428577009.0,,3.368,66.819,2455.494,2074.073,888.9,5729.412,32.936,13.466
European Union (27),2002,,429889189.0,,1.514,16.689,2472.183,2099.006,902.34,5750.745,33.148,13.621
European Union (27),2003,,431460451.0,,0.535,-0.32,2471.863,2102.58,907.18,5729.061,32.4,13.371
European Union (27),2004,,433057309.0,,2.364,44.729,2516.592,2143.966,928.46,5811.221,32.378,13.416
European Union (27),2005,,434555822.0,,-1.318,-53.206,2463.385,2108.084,916.08,5668.744,31.76,13.133
European Union (27),2006,,435681839.0,,-0.204,-18.16,2445.225,2098.871,914.44,5612.411,31.185,12.946
European Union (27),2007,,436993129.0,,-4.622,-125.413,2319.813,1996.004,872.24,5308.58,29.591,12.431
European Union (27),2008,,438546914.0,,1.463,15.307,2335.12,2017.412,884.73,5324.676,29.892,12.562
European Union (27),2009,,439689443.0,,-6.791,-169.994,2165.126,1876.142,824.92,4924.216,29.374,12.403
European Union (27),2010,,440607663.0,,3.524,58.79,2223.916,1939.299,854.47,5047.383,29.01,12.246
European Union (27),2011,,441439279.0,,-1.897,-53.496,2170.42,1897.815,837.77,4916.689,28.803,12.312
European Union (27),2012,,441997914.0,,-3.082,-77.737,2092.683,1837.0,811.95,4734.6,27.966,12.011
European Union (27),2013,,442398105.0,,-0.706,-30.72,2061.963,1822.408,806.23,4660.877,27.959,11.94
European Union (27),2014,,442963439.0,,0.784,5.591,2067.554,1834.395,812.57,4667.551,28.775,12.375
European Union (27),2015,,443909582.0,,-3.171,-75.692,1991.862,1772.185,786.69,4487.09,27.408,11.777
European Union (27),2016,,444910158.0,,-2.395,-62.352,1929.51,1726.079,767.95,4336.854,26.561,11.301
European Union (27),2017,,445695452.0,,-1.105,-30.871,1898.639,1703.854,759.4,4259.947,25.975,10.911
European Union (27),2018,,446502292.0,,0.327,-3.26,1895.379,1706.464,761.94,4244.949,26.2,10.933
European Union (27),2019,,447367862.0,,0.436,-1.157,1894.223,1710.762,765.34,4234.15,26.625,11.091
European Union (27),2020,,447776201.0,,-10.683,-206.537,1687.685,1526.454,683.51,3769.038,24.827,10.703
European Union (27),2021,,447704571.0,,7.05,114.534,1802.219,1634.359,731.71,4025.465,25.451,10.84
European Union (27),2022,,449112152.0,,-16.734,-305.274,1496.945,1356.588,609.26,3333.12,21.939,9.368
European Union (27),2023,,450656232.0,,1.698,14.277,1511.222,1374.884,619.6,3353.38,22.966,9.758
European Union (27),2024,,450258222.0,,4.832,73.023,1584.245,,,3518.525,,10.095
Finland,1965,FIN,4564101.0,55796187136.0,,,0.0,0.0,0.0,0.0,,0.0
Finland,1966,FIN,4581399.0,57128017920.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1967,FIN,4606596.0,58340958208.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1968,FIN,4627310.0,59681452032.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1969,FIN,4624030.0,65431183360.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1970,FIN,4606266.0,70319882240.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1971,FIN,4612082.0,71787708416.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1972,FIN,4639500.0,77268844544.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1973,FIN,4665851.0,82444984320.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1974,FIN,4690313.0,84941602816.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1975,FIN,4711120.0,85922512896.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1976,FIN,4725293.0,85553422336.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Finland,1977,FIN,4738531.0,85774123008.0,,7.339,7.339,557.579,2.642,1548.831,,3.128
Finland,1978,FIN,4752197.0,87565328384.0,22.669,1.664,9.003,682.011,3.241,1894.476,,3.69
Finland,1979,FIN,4764394.0,93659512832.0,106.561,9.594,18.596,1405.16,6.695,3903.223,,7.058
Finland,1980,FIN,4779308.0,98649604096.0,4.167,0.775,19.371,1459.141,6.974,4053.169,,7.382
Finland,1981,FIN,4799797.0,100487249920.0,108.83,21.082,40.453,3034.12,14.563,8428.11,,15.328
Finland,1982,FIN,4826841.0,103754924032.0,14.391,5.822,46.275,3451.315,16.659,9586.985,,17.76
Finland,1983,FIN,4855748.0,106555392000.0,5.63,2.605,48.88,3623.92,17.597,10066.444,,18.954
Finland,1984,FIN,4881772.0,109771882496.0,6.472,3.164,52.044,3837.908,18.736,10660.854,,19.358
Finland,1985,FIN,4902218.0,113466474496.0,1.017,0.529,52.573,3860.766,18.926,10724.349,38.317,18.617
Finland,1986,FIN,4918203.0,116153573376.0,0.1,0.053,52.626,3852.07,18.945,10700.194,38.705,18.422
Finland,1987,FIN,4932209.0,120921063424.0,2.978,1.567,54.193,3955.525,19.509,10987.568,36.799,18.025
Finland,1988,FIN,4946577.0,126851457024.0,-0.469,-0.254,53.939,3925.521,19.418,10904.227,36.301,18.055
Finland,1989,FIN,4964475.0,134045458432.0,-2.369,-1.278,52.661,3818.711,18.958,10607.53,35.529,17.545
Finland,1990,FIN,4986530.0,134055206912.0,1.361,0.717,53.378,3854.384,19.22,10704.393,35.357,16.691
Finland,1991,FIN,5013842.0,126220140544.0,1.535,0.819,54.197,3891.228,19.51,10809.519,33.661,16.58
Finland,1992,FIN,5042099.0,122116751360.0,-1.286,-0.697,53.5,3819.838,19.26,10610.66,33.38,16.437
Finland,1993,FIN,5066547.0,121309306880.0,3.468,1.856,55.356,3933.646,19.93,10925.696,32.64,16.851
Finland,1994,FIN,5088409.0,126178680832.0,-2.514,-1.392,53.964,3818.482,19.43,10605.257,29.61,15.627
Finland,1995,FIN,5107865.0,131585998848.0,-1.086,-0.586,53.378,3762.824,19.22,10450.114,30.031,16.233
Finland,1996,FIN,5124663.0,136506130432.0,1.353,0.722,54.1,3801.226,19.48,10556.791,28.106,15.736
Finland,1997,FIN,5139877.0,145148149760.0,7.281,3.939,58.039,4064.3,20.89,11291.882,30.227,16.658
Finland,1998,FIN,5153506.0,153138905088.0,4.59,2.664,60.703,4239.832,21.85,11778.929,31.165,16.88
Finland,1999,FIN,5165470.0,160063700992.0,5.13,3.114,63.817,4446.836,22.97,12354.475,33.088,18.083
Finland,2000,FIN,5176146.0,169209757696.0,-2.155,-1.375,62.442,4343.0,22.48,12063.351,32.128,17.612
Finland,2001,FIN,5187921.0,173703954432.0,1.308,0.467,62.909,4389.042,22.77,12126.021,30.584,17.344
Finland,2002,FIN,5200499.0,176751493120.0,-2.099,-1.827,61.082,4288.05,22.3,11745.448,29.765,16.741
Finland,2003,FIN,5212916.0,180408467456.0,1.956,0.855,61.937,4360.323,22.73,11881.513,26.97,15.83
Finland,2004,FIN,5228095.0,187633926144.0,-0.066,-0.376,61.561,4345.751,22.72,11775.03,26.468,15.838
Finland,2005,FIN,5246037.0,192990740480.0,2.443,0.995,62.556,4435.729,23.27,11924.516,32.979,17.718
Finland,2006,FIN,5266198.0,200966848512.0,-1.568,-1.31,61.246,4350.387,22.91,11630.02,27.841,16.139
Finland,2007,FIN,5288666.0,211541393408.0,2.257,1.049,62.295,4428.338,23.42,11779.004,28.853,16.487
Finland,2008,FIN,5313334.0,213226094592.0,-1.985,-1.72,60.575,4321.204,22.96,11400.6,29.683,16.665
Finland,2009,FIN,5338800.0,195739123712.0,2.474,1.173,61.748,4407.357,23.53,11565.9,32.653,18.311
Finland,2010,FIN,5363304.0,201746022400.0,-3.086,-2.373,59.375,4251.111,22.8,11070.601,28.274,16.181
Finland,2011,FIN,5388186.0,207084306432.0,1.697,0.695,60.07,4303.86,23.19,11148.454,31.551,17.377
Finland,2012,FIN,5413924.0,204190203904.0,-0.863,-0.825,59.245,4246.458,22.99,10943.05,32.652,17.653
Finland,2013,FIN,5439027.0,202349019136.0,2.693,1.129,60.373,4340.85,23.61,11100.037,33.132,17.897
Finland,2014,FIN,5461629.0,201610625024.0,-0.11,-0.373,60.0,4317.393,23.58,10985.733,34.626,18.442
Finland,2015,FIN,5479664.0,202706714624.0,-1.421,-1.152,58.848,4242.961,23.25,10739.363,33.887,18.173
Finland,2016,FIN,5495422.0,208405725184.0,-0.181,-0.549,58.299,4221.696,23.2,10608.647,33.745,17.726
Finland,2017,FIN,5508354.0,215058874368.0,-3.129,-2.106,56.192,4081.074,22.48,10201.323,33.294,17.449
Finland,2018,FIN,5515685.0,217509953536.0,1.406,0.507,56.699,4131.853,22.79,10279.594,32.451,17.246
Finland,2019,FIN,5521713.0,220173893632.0,4.725,2.385,59.084,4322.934,23.87,10700.332,34.791,18.36
Finland,2020,FIN,5529559.0,214988898304.0,-2.426,-1.576,57.509,4211.909,23.29,10400.223,33.637,18.662
Finland,2021,FIN,5541019.0,221538484224.0,1.318,0.615,58.123,4259.145,23.6,10489.614,32.728,18.466
Finland,2022,FIN,5569254.0,226154840064.0,7.365,4.127,62.251,4549.981,25.34,11177.55,35.112,19.803
Finland,2023,FIN,5601133.0,,35.412,21.427,83.678,6125.546,34.31,14939.486,42.145,25.619
Finland,2024,FIN,5617271.0,,-4.9,-4.1,79.578,5817.771,32.68,14166.686,39.091,24.333
France,1965,FRA,48772780.0,727557406720.0,,,2.492,18.391,0.897,51.087,,0.186
France,1966,FRA,49184596.0,764514074624.0,55.518,1.383,3.875,28.363,1.395,78.785,,0.283
France,1967,FRA,49574855.0,799864782848.0,48.817,1.892,5.767,41.876,2.076,116.322,,0.397
France,1968,FRA,49947202.0,835171385344.0,48.603,2.803,8.569,61.765,3.085,171.57,,0.56
France,1969,FRA,50355256.0,893107437568.0,16.694,1.431,10.0,71.492,3.6,198.589,,0.595
France,1970,FRA,50813019.0,944232660992.0,58.639,5.864,15.864,112.392,5.711,312.201,,0.871
France,1971,FRA,51293015.0,989968596992.0,63.351,10.05,25.914,181.877,9.329,505.213,,1.374
France,1972,FRA,51743822.0,1034024779776.0,56.405,14.617,40.531,281.985,14.591,783.293,,2.018
France,1973,FRA,52162160.0,1090179825664.0,1.097,0.444,40.975,282.791,14.751,785.531,,1.878
France,1974,FRA,52504692.0,1122228371456.0,-0.278,-0.114,40.861,280.165,14.71,778.237,,1.909
France,1975,FRA,52746279.0,1114332594176.0,24.052,9.828,50.689,345.958,18.248,960.995,,2.507
France,1976,FRA,52959069.0,1162522918912.0,-13.536,-6.861,43.828,297.928,15.778,827.578,,2.044
France,1977,FRA,53197077.0,1205940912128.0,13.709,6.008,49.836,337.255,17.941,936.82,,2.283
France,1978,FRA,53429614.0,1239356145664.0,69.734,34.753,84.589,569.946,30.452,1583.183,,3.736
France,1979,FRA,53660848.0,1279104516096.0,31.223,26.411,111.0,744.677,39.96,2068.547,,4.767
France,1980,FRA,53941019.0,1297124032512.0,53.281,59.142,170.142,1135.518,61.251,3154.217,,7.362
France,1981,FRA,54254943.0,1310463361024.0,71.958,122.431,292.572,1941.316,105.326,5392.545,,12.867
France,1982,FRA,54582351.0,1343411585024.0,3.411,9.981,302.553,1995.499,108.919,5543.051,,13.807
France,1983,FRA,54889361.0,1359074689024.0,32.448,98.172,400.725,2628.214,144.261,7300.595,,17.9
France,1984,FRA,55176574.0,1379095674880.0,32.561,130.481,531.206,3465.855,191.234,9627.374,,22.944
France,1985,FRA,55467096.0,1398409920512.0,17.186,91.294,622.5,4040.233,224.1,11222.87,65.057,26.037
France,1986,FRA,55752790.0,1431625531392.0,13.411,83.486,705.986,4558.606,254.155,12662.794,70.016,28.867
France,1987,FRA,56048312.0,1467808743424.0,4.472,31.569,737.555,4737.341,265.52,13159.281,70.153,29.509
France,1988,FRA,56361796.0,1532315566080.0,3.767,27.781,765.336,4888.436,275.521,13578.986,70.27,30.236
France,1989,FRA,56685031.0,1594471874560.0,10.311,78.917,844.253,5361.75,303.931,14893.751,75.072,32.893
France,1990,FRA,56990186.0,1636207689728.0,3.34,28.194,872.447,5511.124,314.08,15308.726,75.493,33.283
France,1991,FRA,57271510.0,1654070181888.0,5.495,47.942,920.389,5785.424,331.34,16070.623,73.576,32.825
France,1992,FRA,57554812.0,1681416912896.0,2.144,19.736,940.125,5880.481,338.45,16334.429,73.81,33.276
France,1993,FRA,57801206.0,1671995850752.0,8.788,82.619,1022.744,6369.937,368.19,17694.17,78.661,36.266
France,1994,FRA,57999814.0,1712086450176.0,-2.229,-22.797,999.947,6206.572,359.98,17240.523,76.131,35.853
France,1995,FRA,58192155.0,1748659601408.0,4.792,47.917,1047.864,6482.489,377.23,18006.959,77.079,36.531
France,1996,FRA,58380593.0,1773843120128.0,5.331,55.858,1103.722,6806.029,397.34,18905.635,78.249,37.08
France,1997,FRA,58568614.0,1816394858496.0,-0.467,-5.158,1098.564,6752.422,395.48,18756.869,79.205,37.488
France,1998,FRA,58778760.0,1882050265088.0,-1.895,-20.814,1077.75,6600.854,387.99,18335.703,76.688,35.892
France,1999,FRA,59084162.0,1949849354240.0,1.612,17.372,1095.122,6672.516,394.24,18534.953,75.883,36.009
France,2000,FRA,59483672.0,2031676030976.0,5.306,58.105,1153.228,6979.395,415.16,19387.297,77.956,37.43
France,2001,FRA,59905084.0,2077786767360.0,1.425,9.966,1163.193,7029.119,421.08,19417.273,77.604,37.451
France,2002,FRA,60327203.0,2107316502528.0,3.725,33.409,1196.603,7239.852,436.76,19835.211,79.232,38.837
France,2003,FRA,60741072.0,2130940657664.0,0.987,5.223,1201.826,7261.479,441.07,19786.045,78.885,38.56
France,2004,FRA,61175198.0,2196883505152.0,1.626,12.92,1214.745,7327.152,448.24,19856.826,79.152,38.627
France,2005,FRA,61624978.0,2238790500352.0,0.734,-0.958,1213.788,7327.062,451.53,19696.357,79.335,38.932
France,2006,FRA,62049790.0,2297018187776.0,-0.296,-10.068,1203.719,7255.303,450.19,19399.248,79.357,38.916
France,2007,FRA,62432388.0,2354672041984.0,-2.324,-34.224,1169.495,7043.3,439.73,18732.18,78.266,38.451
France,2008,FRA,62780134.0,2362451689472.0,-0.064,-10.004,1159.491,6999.826,439.45,18469.07,77.507,38.052
France,2009,FRA,63106403.0,2295353049088.0,-6.761,-84.068,1075.422,6492.843,409.74,17041.416,77.475,37.405
France,2010,FRA,63417312.0,2342490472448.0,4.585,40.518,1115.94,6757.145,428.52,17596.773,76.2,37.663
France,2011,FRA,63733716.0,2393401982976.0,3.236,30.142,1146.082,6941.224,442.39,17982.355,77.934,40.04
France,2012,FRA,64058423.0,2400896417792.0,-3.839,-49.675,1096.407,6640.969,425.41,17115.738,74.952,38.353
France,2013,FRA,64387684.0,2414733688832.0,-0.405,-12.815,1083.593,6580.14,423.68,16829.189,73.46,37.563
France,2014,FRA,64692449.0,2437822808064.0,3.02,27.041,1110.634,6747.001,436.48,17167.9,77.074,40.254
France,2015,FRA,64916292.0,2464953663488.0,0.217,-3.221,1107.412,6738.37,437.43,17059.078,76.189,39.742
France,2016,FRA,65086802.0,2491956330496.0,-7.826,-94.358,1013.054,6194.805,403.2,15564.661,72.149,37.127
France,2017,FRA,65284727.0,2549057585152.0,-1.2,-17.156,995.898,6101.886,398.36,15254.684,71.588,36.602
France,2018,FRA,65519483.0,2596599234560.0,3.661,31.321,1027.218,6302.553,412.94,15678.06,71.703,37.322
France,2019,FRA,65729405.0,2644453883904.0,-3.373,-39.566,987.652,6070.495,399.01,15026.036,70.538,36.681
France,2020,FRA,65905226.0,2438594035712.0,-11.323,-113.991,873.661,5368.77,353.83,13256.329,67.087,36.288
France,2021,FRA,66083491.0,2604822691840.0,7.215,60.726,934.387,5740.617,379.36,14139.499,68.918,36.475
France,2022,FRA,66277365.0,2671568748544.0,-22.309,-210.233,724.155,4446.918,294.73,10926.127,62.911,31.803
France,2023,FRA,66438774.0,,14.749,100.729,824.884,5090.401,338.2,12415.695,65.341,34.844
France,2024,FRA,66548479.0,,12.492,103.046,927.929,5699.153,379.27,13943.661,68.002,37.399
Gabon,1965,GAB,546277.0,2194509568.0,,,0.0,0.0,0.0,0.0,,
Gabon,1966,GAB,554420.0,2292512000.0,,0.0,0.0,0.0,0.0,0.0,,
Gabon,1967,GAB,563058.0,2387317504.0,,0.0,0.0,0.0,0.0,0.0,,
Gabon,1968,GAB,572219.0,2447994624.0,,0.0,0.0,0.0,0.0,0.0,,
Gabon,1969,GAB,583233.0,2645763328.0,,0.0,0.0,0.0,0.0,0.0,,
Gabon,1970,GAB,595812.0,2874952704.0,,0.0,0.0,0.0,0.0,0.0,,
Gabon,1971,GAB,608310.0,3169780224.0,,0.0,0.0,0.0,0.0,0.0,,
Gabon,1972,GAB,620912.0,3528801024.0,,0.0,0.0,0.0,0.0,0.0,,
Gabon,1973,GAB,633947.0,3888163328.0,,0.0,0.0,0.0,0.0,0.0,,
