country,year,iso_code,population,gdp,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy
Africa,1965,,321010751.0,,,,0.0,0.0,0.0,0.0,,0.0
Africa,1966,,329249583.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1967,,337848285.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1968,,346798203.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1969,,356029849.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1970,,365549406.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1971,,375323722.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1972,,385309493.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1973,,395819192.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1974,,406867508.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1975,,418430739.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1976,,430494182.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1977,,442657702.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1978,,455536350.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1979,,469195661.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1980,,483048897.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1981,,497618233.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1982,,512956061.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1983,,528229902.0,,,0.0,0.0,0.0,0.0,0.0,,0.0
Africa,1984,,543635345.0,,,10.903,10.903,7.22,3.925,20.055,,0.51
Africa,1985,,559661317.0,,35.414,3.861,14.764,9.497,5.315,26.38,2.052,0.664
Africa,1986,,575964511.0,,65.626,9.689,24.453,15.284,8.803,42.455,3.259,1.079
Africa,1987,,592598524.0,,-29.944,-7.322,17.131,10.407,6.167,28.908,2.2,0.731
Africa,1988,,609384898.0,,70.148,12.017,29.147,17.219,10.493,47.831,3.553,1.161
Africa,1989,,626356339.0,,5.775,1.683,30.831,17.72,11.099,49.222,3.619,1.227
Africa,1990,,643772468.0,,-23.876,-7.361,23.469,13.124,8.449,36.456,2.65,0.903
Africa,1991,,661100942.0,,8.226,1.931,25.4,13.831,9.144,38.421,2.815,0.979
Africa,1992,,678555268.0,,1.575,0.4,25.8,13.688,9.288,38.022,2.833,0.98
Africa,1993,,696618934.0,,-21.888,-5.647,20.153,10.415,7.255,28.929,2.14,0.763
Africa,1994,,714499876.0,,33.66,6.783,26.936,13.572,9.697,37.699,2.76,0.987
Africa,1995,,732692671.0,,16.541,4.456,31.392,15.424,11.301,42.844,3.116,1.106
Africa,1996,,751470975.0,,4.194,1.317,32.708,15.669,11.775,43.526,3.081,1.123
Africa,1997,,770381870.0,,7.406,2.422,35.131,16.417,12.647,45.601,3.155,1.182
Africa,1998,,789978931.0,,7.543,2.65,37.781,17.217,13.601,47.825,3.346,1.253
Africa,1999,,810076989.0,,-5.617,-2.122,35.658,15.847,12.837,44.018,3.067,1.147
Africa,2000,,830579986.0,,1.348,0.481,36.139,15.664,13.01,43.51,2.95,1.136
Africa,2001,,851687592.0,,-17.61,-6.528,29.61,12.587,10.72,34.767,2.333,0.896
Africa,2002,,873408538.0,,11.867,3.242,32.852,13.728,11.99,37.614,2.459,0.982
Africa,2003,,895731600.0,,5.604,1.652,34.504,14.134,12.66,38.521,2.487,0.987
Africa,2004,,918775571.0,,5.545,1.716,36.22,14.552,13.37,39.422,2.475,0.952
Africa,2005,,942543827.0,,-15.507,-5.863,30.357,11.978,11.29,32.207,2.013,0.805
Africa,2006,,966929552.0,,-11.217,-3.549,26.807,10.373,10.03,27.724,1.709,0.695
Africa,2007,,992053036.0,,12.877,3.291,30.098,11.411,11.32,30.34,1.855,0.753
Africa,2008,,1018062641.0,,14.907,4.213,34.311,12.769,13.0,33.703,2.091,0.809
Africa,2009,,1044774894.0,,-1.523,-0.7,33.612,12.261,12.81,32.171,2.051,0.782
Africa,2010,,1072213852.0,,5.63,1.615,35.227,12.619,13.53,32.854,2.012,0.793
Africa,2011,,1100146103.0,,-4.62,-1.802,33.425,11.726,12.9,30.382,1.873,0.741
Africa,2012,,1128840888.0,,0.507,-0.004,33.421,11.49,12.97,29.607,1.787,0.709
Africa,2013,,1158777742.0,,8.78,2.656,36.077,12.177,14.11,31.133,1.904,0.741
Africa,2014,,1189217775.0,,-2.212,-0.977,35.099,11.596,13.79,29.515,1.795,0.698
Africa,2015,,1220072887.0,,-11.288,-4.119,30.98,10.032,12.24,25.392,1.548,0.602
Africa,2016,,1251205849.0,,22.792,6.774,37.754,12.012,15.03,30.174,1.864,0.718
Africa,2017,,1282899522.0,,-5.544,-2.271,35.482,11.061,14.19,27.658,1.718,0.654
Africa,2018,,1315407108.0,,-18.41,-6.677,28.806,8.803,11.58,21.899,1.353,0.523
Africa,2019,,1348002902.0,,14.439,3.996,32.802,9.829,13.25,24.334,1.513,0.58
Africa,2020,,1380818597.0,,-25.272,-8.35,24.452,7.17,9.9,17.708,1.151,0.454
Africa,2021,,1413750475.0,,24.76,5.979,30.431,8.736,12.35,21.525,1.365,0.521
Africa,2022,,1446880936.0,,-18.252,-5.615,24.816,6.981,10.1,17.151,1.094,0.419
Africa,2023,,1480767898.0,,-19.802,-5.06,19.756,6.01,8.9,13.342,0.968,0.328
Africa,2024,,1515138170.0,,-3.704,-0.732,19.024,,,12.556,,0.311
Africa (EI),1965,,,,,,0.0,,0.0,,,0.0
Africa (EI),1966,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1967,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1968,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1969,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1970,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1971,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1972,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1973,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1974,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1975,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1976,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1977,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1978,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1979,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1980,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1981,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1982,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1983,,,,,0.0,0.0,,0.0,,,0.0
Africa (EI),1984,,,,,10.903,10.903,,3.925,,,0.51
Africa (EI),1985,,,,35.414,3.861,14.764,,5.315,,2.052,0.664
Africa (EI),1986,,,,65.626,9.689,24.453,,8.803,,3.259,1.079
Africa (EI),1987,,,,-29.944,-7.322,17.131,,6.167,,2.2,0.731
Africa (EI),1988,,,,70.148,12.017,29.147,,10.493,,3.553,1.161
Africa (EI),1989,,,,5.775,1.683,30.831,,11.099,,3.619,1.227
Africa (EI),1990,,,,-23.876,-7.361,23.469,,8.449,,2.65,0.903
Africa (EI),1991,,,,8.226,1.931,25.4,,9.144,,2.815,0.979
Africa (EI),1992,,,,1.575,0.4,25.8,,9.288,,2.833,0.98
Africa (EI),1993,,,,-21.888,-5.647,20.153,,7.255,,2.14,0.763
Africa (EI),1994,,,,33.66,6.783,26.936,,9.697,,2.76,0.987
Africa (EI),1995,,,,16.541,4.456,31.392,,11.301,,3.116,1.106
Africa (EI),1996,,,,4.194,1.317,32.708,,11.775,,3.081,1.123
Africa (EI),1997,,,,7.406,2.422,35.131,,12.647,,3.155,1.182
Africa (EI),1998,,,,7.543,2.65,37.781,,13.601,,3.346,1.253
Africa (EI),1999,,,,-5.617,-2.122,35.658,,12.837,,3.067,1.147
Africa (EI),2000,,,,1.348,0.481,36.139,,13.01,,2.955,1.136
Africa (EI),2001,,,,-17.61,-6.528,29.61,,10.719,,2.334,0.896
Africa (EI),2002,,,,11.867,3.242,32.852,,11.991,,2.459,0.982
Africa (EI),2003,,,,5.604,1.652,34.504,,12.663,,2.488,0.987
Africa (EI),2004,,,,5.545,1.716,36.22,,13.365,,2.472,0.952
Africa (EI),2005,,,,-15.507,-5.863,30.357,,11.293,,2.015,0.805
Africa (EI),2006,,,,-11.217,-3.549,26.807,,10.026,,1.711,0.695
Africa (EI),2007,,,,12.877,3.291,30.098,,11.317,,1.853,0.753
Africa (EI),2008,,,,14.907,4.213,34.311,,13.004,,2.086,0.809
Africa (EI),2009,,,,-1.523,-0.7,33.612,,12.806,,2.032,0.782
Africa (EI),2010,,,,5.63,1.615,35.227,,13.527,,2.011,0.793
Africa (EI),2011,,,,-4.62,-1.802,33.425,,12.902,,1.875,0.741
Africa (EI),2012,,,,0.507,-0.004,33.421,,12.967,,1.795,0.709
Africa (EI),2013,,,,8.78,2.656,36.077,,14.106,,1.892,0.741
Africa (EI),2014,,,,-2.212,-0.977,35.099,,13.794,,1.79,0.698
Africa (EI),2015,,,,-11.288,-4.119,30.98,,12.237,,1.548,0.602
Africa (EI),2016,,,,22.792,6.774,37.754,,15.026,,1.878,0.718
Africa (EI),2017,,,,-5.544,-2.271,35.482,,14.193,,1.716,0.654
Africa (EI),2018,,,,-18.41,-6.677,28.806,,11.58,,1.362,0.523
Africa (EI),2019,,,,14.439,3.996,32.802,,13.252,,1.522,0.58
Africa (EI),2020,,,,-25.272,-8.35,24.452,,9.903,,1.16,0.454
Africa (EI),2021,,,,24.76,5.979,30.431,,12.355,,1.373,0.521
Africa (EI),2022,,,,-18.252,-5.615,24.816,,10.1,,1.108,0.419
Africa (EI),2023,,,,-19.802,-5.06,19.756,,8.1,,0.876,0.328
Africa (EI),2024,,,,-3.704,-0.732,19.024,,7.8,,0.809,0.311
Algeria,1965,DZA,12365928.0,35661975552.0,,,0.0,0.0,0.0,0.0,,0.0
Algeria,1966,DZA,12590021.0,33932634112.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1967,DZA,12876068.0,37094768640.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1968,DZA,13172561.0,41423888384.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1969,DZA,13475921.0,45387460608.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1970,DZA,13783680.0,49945669632.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1971,DZA,14098891.0,45701218304.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1972,DZA,14427026.0,55293906944.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1973,DZA,14771102.0,57097850880.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1974,DZA,15133462.0,60577882112.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1975,DZA,15678549.0,64883814400.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1976,DZA,16409124.0,69150105600.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1977,DZA,17015940.0,75438030848.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1978,DZA,17506931.0,85103919104.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1979,DZA,18036608.0,92753895424.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1980,DZA,18607122.0,94481645568.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1981,DZA,19220656.0,96860520448.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1982,DZA,19872306.0,103073660928.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1983,DZA,20558077.0,108430385152.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1984,DZA,21271910.0,114406670336.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Algeria,1985,DZA,22008492.0,120364212224.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1986,DZA,22745453.0,119145037824.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1987,DZA,23443581.0,118321217536.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1988,DZA,24109485.0,115821715456.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1989,DZA,24754440.0,119762427904.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1990,DZA,25375759.0,117843181568.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1991,DZA,25987891.0,121105145856.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1992,DZA,26628518.0,127982690304.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1993,DZA,27276996.0,130275778560.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1994,DZA,27887227.0,134279856128.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1995,DZA,28470152.0,145054662656.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1996,DZA,29032996.0,156579119104.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1997,DZA,29579249.0,164644454400.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1998,DZA,30054098.0,179962888192.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,1999,DZA,30474312.0,193179779072.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2000,DZA,30903850.0,208554147840.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2001,DZA,31331173.0,223420284928.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2002,DZA,31750790.0,245360918528.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2003,DZA,32175762.0,273568645120.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2004,DZA,32628233.0,296773582848.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2005,DZA,33109211.0,326854475776.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2006,DZA,33623459.0,345705316352.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2007,DZA,34189375.0,371665272832.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2008,DZA,34816912.0,395658526720.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2009,DZA,35490399.0,418247704576.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2010,DZA,36188192.0,450705784832.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2011,DZA,36903328.0,482028650496.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2012,DZA,37646120.0,498417631232.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2013,DZA,38414134.0,512373325824.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2014,DZA,39204992.0,531843514368.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2015,DZA,40019473.0,551521746944.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2016,DZA,40850673.0,569170395136.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2017,DZA,41689261.0,577138786304.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2018,DZA,42504975.0,584064434176.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2019,DZA,43294503.0,589905133568.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2020,DZA,44042041.0,559819915264.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2021,DZA,44761051.0,578853797888.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2022,DZA,45477339.0,595820019712.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2023,DZA,46164169.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Algeria,2024,DZA,46814246.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angola,1965,AGO,5521930.0,13062976512.0,,,0.0,0.0,0.0,0.0,,
Angola,1966,AGO,5581345.0,13762507776.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1967,AGO,5641757.0,14446281728.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1968,AGO,5702647.0,14258772992.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1969,AGO,5763643.0,14746072064.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1970,AGO,5852739.0,15796654080.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1971,AGO,5991069.0,15843643392.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1972,AGO,6174222.0,16088033280.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1973,AGO,6388487.0,17187186688.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1974,AGO,6613318.0,16327890944.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1975,AGO,6842895.0,10064128000.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1976,AGO,7074616.0,9040012288.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1977,AGO,7317788.0,9245571072.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1978,AGO,7576689.0,9619385344.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1979,AGO,7847158.0,9853037568.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1980,AGO,8133821.0,10330398720.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1981,AGO,8435554.0,10119853056.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1982,AGO,8751606.0,9643454464.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1983,AGO,9082937.0,9325808640.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1984,AGO,9425868.0,9370042368.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1985,AGO,9779081.0,9420208128.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1986,AGO,10139414.0,8569987072.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1987,AGO,10497814.0,9540738048.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1988,AGO,10861253.0,10911810560.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1989,AGO,11238508.0,11089227776.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1990,AGO,11626308.0,11482503168.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1991,AGO,12023483.0,12341156864.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1992,AGO,12423671.0,12363420672.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1993,AGO,12827083.0,9985477632.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1994,AGO,13249709.0,10760814592.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1995,AGO,13699738.0,13143770112.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1996,AGO,14170920.0,15819837440.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1997,AGO,14660376.0,17972295680.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1998,AGO,15159322.0,19905044480.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,1999,AGO,15667183.0,21527478272.0,,0.0,0.0,0.0,0.0,0.0,,
Angola,2000,AGO,16194813.0,23512182784.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2001,AGO,16747158.0,26015021056.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2002,AGO,17327653.0,31389808640.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2003,AGO,17943666.0,35081367552.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2004,AGO,18600378.0,41307234304.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2005,AGO,19291121.0,51967664128.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2006,AGO,20015238.0,66749579264.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2007,AGO,20778519.0,87086358528.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2008,AGO,21578610.0,105593135104.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2009,AGO,22414715.0,115247841280.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2010,AGO,23294781.0,126984183808.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2011,AGO,24218306.0,140477267968.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2012,AGO,25177351.0,152476844032.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2013,AGO,26165566.0,160032079872.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2014,AGO,27160719.0,167750418432.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2015,AGO,28157754.0,169333981184.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2016,AGO,29183023.0,164965171200.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2017,AGO,30234791.0,164717707264.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2018,AGO,31297103.0,162550038528.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2019,AGO,32375581.0,161408925696.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2020,AGO,33451100.0,152308695040.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2021,AGO,34532382.0,153971900416.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2022,AGO,35634984.0,158346248192.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2023,AGO,36749852.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
Angola,2024,AGO,37885806.0,,,0.0,0.0,0.0,0.0,0.0,,
Argentina,1965,ARG,22112587.0,226284879872.0,,,0.0,0.0,0.0,0.0,,0.0
Argentina,1966,ARG,22453850.0,227834527744.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Argentina,1967,ARG,22799016.0,233929080832.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Argentina,1968,ARG,23150538.0,243886489600.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Argentina,1969,ARG,23508675.0,264721498112.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Argentina,1970,ARG,23878281.0,278897360896.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Argentina,1971,ARG,24257167.0,292438867968.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Argentina,1972,ARG,24644276.0,301570129920.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Argentina,1973,ARG,25045955.0,319937937408.0,,0.0,0.0,0.0,0.0,0.0,,0.0
Argentina,1974,ARG,25461303.0,340686405632.0,,2.878,2.878,40.689,1.036,113.026,,0.7
Argentina,1975,ARG,25874061.0,337656020992.0,142.954,4.114,6.992,97.279,2.517,270.219,,1.741
Argentina,1976,ARG,26282236.0,336841146368.0,2.185,0.153,7.144,97.861,2.572,271.835,,1.694
Argentina,1977,ARG,26701762.0,357157961728.0,-36.353,-2.597,4.547,61.307,1.637,170.297,,1.033
Argentina,1978,ARG,27132110.0,341466742784.0,76.909,3.497,8.044,106.737,2.896,296.492,,1.816
Argentina,1979,ARG,27568846.0,365906427904.0,-7.044,-0.567,7.478,97.646,2.692,271.24,,1.579
Argentina,1980,ARG,28011548.0,371076956160.0,-13.076,-0.978,6.5,83.537,2.34,232.047,,1.382
Argentina,1981,ARG,28463917.0,349782016000.0,20.342,1.322,7.822,98.932,2.816,274.812,,1.715
Argentina,1982,ARG,28924212.0,338761515008.0,-33.594,-2.628,5.194,64.652,1.87,179.588,,1.112
Argentina,1983,ARG,29391291.0,350706597888.0,82.086,4.264,9.458,115.851,3.405,321.807,,1.941
Argentina,1984,ARG,29863040.0,357844353024.0,36.3,3.433,12.892,155.409,4.641,431.693,,2.639
Argentina,1985,ARG,30336405.0,334171439104.0,24.24,3.125,16.017,190.069,5.766,527.968,12.727,3.323
Argentina,1986,ARG,30811934.0,358634684416.0,-0.954,-0.153,15.864,185.35,5.711,514.862,11.65,3.138
Argentina,1987,ARG,31291711.0,367893610496.0,13.203,2.094,17.958,206.604,6.465,573.901,12.405,3.399
Argentina,1988,ARG,31780481.0,360921169920.0,-10.317,-1.853,16.106,182.439,5.798,506.775,11.044,2.992
Argentina,1989,ARG,32270914.0,338520801280.0,-13.091,-2.108,13.997,156.147,5.039,433.741,9.907,2.695
Argentina,1990,ARG,32755859.0,338751160320.0,44.493,6.228,20.225,222.281,7.281,617.447,14.275,3.966
Argentina,1991,ARG,33230247.0,376057921536.0,6.524,1.319,21.544,233.402,7.756,648.338,14.402,4.15
Argentina,1992,ARG,33693487.0,416679821312.0,-8.703,-1.875,19.669,210.159,7.081,583.776,12.621,3.535
Argentina,1993,ARG,34152666.0,444780249088.0,9.448,1.858,21.528,226.922,7.75,630.34,12.527,3.75
Argentina,1994,ARG,34613440.0,472926748672.0,6.258,1.347,22.875,237.913,8.235,660.87,12.549,3.776
Argentina,1995,ARG,35069968.0,461601013760.0,-14.196,-3.247,19.628,201.483,7.066,559.675,10.52,3.138
Argentina,1996,ARG,35513745.0,489406464000.0,5.562,1.092,20.719,210.031,7.459,583.42,10.692,3.165
Argentina,1997,ARG,35947739.0,531526385664.0,6.73,1.394,22.114,221.46,7.961,615.168,10.986,3.333
Argentina,1998,ARG,36372814.0,554567139328.0,-6.381,-1.411,20.703,204.906,7.453,569.183,10.049,3.005
Argentina,1999,ARG,36794636.0,538270597120.0,-4.656,-0.964,19.739,193.126,7.106,536.461,8.801,2.815
Argentina,2000,ARG,37213933.0,536480972800.0,-13.073,-2.581,17.158,166.067,6.18,461.073,6.945,2.458
Argentina,2001,ARG,37624762.0,514867265536.0,14.279,2.342,19.5,187.642,7.06,518.276,7.832,2.866
Argentina,2002,ARG,38029300.0,460558532608.0,-17.538,-3.552,15.948,153.04,5.82,419.359,6.88,2.448
Argentina,2003,ARG,38424224.0,503104143360.0,29.978,4.668,20.616,197.011,7.57,536.531,8.222,2.952
Argentina,2004,ARG,38815865.0,550306316288.0,4.005,0.709,21.325,202.752,7.87,549.394,7.85,2.861
Argentina,2005,ARG,39216734.0,601050382336.0,-12.657,-2.849,18.476,175.18,6.87,471.12,6.496,2.339
Argentina,2006,ARG,39622060.0,652296781824.0,12.338,2.169,20.644,194.841,7.72,521.033,6.806,2.49
Argentina,2007,ARG,40016709.0,714725195776.0,-6.048,-1.352,19.293,181.174,7.25,482.112,6.387,2.235
Argentina,2008,ARG,40424101.0,747157389312.0,1.93,0.217,19.509,182.812,7.39,482.614,6.062,2.234
Argentina,2009,ARG,40854783.0,705920827392.0,10.671,1.968,21.478,200.221,8.18,525.708,6.687,2.539
Argentina,2010,ARG,41288642.0,785785159680.0,-11.891,-2.702,18.776,174.624,7.21,454.751,5.722,2.143
Argentina,2011,ARG,41730610.0,837742690304.0,-11.234,-2.196,16.58,153.365,6.4,397.318,4.942,1.839
Argentina,2012,ARG,42161676.0,829147447296.0,0.031,-0.08,16.5,151.797,6.4,391.351,4.705,1.758
Argentina,2013,ARG,42582408.0,849088348160.0,-3.046,-0.625,15.875,145.835,6.21,372.799,4.453,1.582
Argentina,2014,ARG,43024021.0,827750809600.0,-11.165,-1.844,14.031,128.068,5.51,326.109,3.977,1.421
Argentina,2015,ARG,43476961.0,850356666368.0,27.657,3.79,17.82,161.925,7.04,409.878,4.841,1.775
